Symbol,CompanyName,Sector,Industry,MarketCapCr,CapCategory
BIRLACORPN,Birla Corporation Limited,Basic Materials,Building Materials,6765.0,Small Cap
BIRLAMONEY,Aditya Birla Money Limited,Financial Services,Capital Markets,715.0,Small Cap
BIRLANU,BirlaNu Limited,Industrials,Building Products & Equipment,1153.0,Small Cap
BIRLAPREC,Birla Precision Technologies Limited,Industrials,Tools & Accessories,303.0,Small Cap
BLACKBUCK,BlackBuck Limited,Technology,Software - Application,10912.0,Small Cap
BLAL,BEML Land Assets Limited,Financial Services,Shell Companies,700.0,Small Cap
BLBLIMITED,BLB Limited,Financial Services,Capital Markets,84.0,Small Cap
BLIL,Balmer Lawrie Investments Limited,Industrials,Conglomerates,1596.0,Small Cap
BLKASHYAP,B.L. Kashyap and Sons Limited,Industrials,Engineering & Construction,1182.0,Small Cap
BLS,BLS International Services Limited,Industrials,Specialty Business Services,10036.0,Small Cap
BLSE,BLS E-Services Limited,Industrials,Specialty Business Services,2852.0,Small Cap
BLUECHIP,Blue Chip India Limited,Financial Services,Capital Markets,11.0,Small Cap
BLUEDART,Blue Dart Express Limited,Industrials,Integrated Freight & Logistics,11841.0,Small Cap
BLUEJET,Blue Jet Healthcare Limited,Healthcare,Biotechnology,10260.0,Small Cap
BLUESTARCO,Blue Star Limited,Industrials,Building Products & Equipment,30880.0,Mid Cap
BLUESTONE,,Consumer Cyclical,Luxury Goods,12333.0,Small Cap
BLUSPRING,Bluspring Enterprises Limited,Industrials,Specialty Business Services,1928.0,Small Cap
BMWVENTLTD,,Basic Materials,Steel,506.0,Small Cap
BOHRAIND,Bohra Industries Limited,Basic Materials,Agricultural Inputs,15.0,Small Cap
BOMDYEING,The Bombay Dyeing and Manufacturing Company Limited,Consumer Cyclical,Textile Manufacturing,2260.0,Small Cap
BONLON,Bonlon Industries Limited,Basic Materials,Other Industrial Metals & Mining,66.0,Small Cap
BORANA,Borana Weaves Limited,Consumer Cyclical,Textile Manufacturing,823.0,Small Cap
BOROLTD,Borosil Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",3218.0,Small Cap
BORORENEW,Borosil Renewables Limited,Technology,Solar,7757.0,Small Cap
BOROSCI,Borosil Scientific Limited,Consumer Cyclical,Packaging & Containers,1124.0,Small Cap
BOSCH-HCIL,Bosch Home Comfort India Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",4533.0,Small Cap
BOSCHLTD,Bosch Limited,Consumer Cyclical,Auto Parts,141478.0,Large Cap
BPCL,Bharat Petroleum Corporation Limited,Energy,Oil & Gas Refining & Marketing,134608.0,Large Cap
BPL,BPL Limited,Technology,Consumer Electronics,244.0,Small Cap
BRIGADE,Brigade Enterprises Limited,Real Estate,Real Estate - Development,21711.0,Mid Cap
BRIGHOTEL,,Consumer Cyclical,Lodging,2279.0,Small Cap
BRITANNIA,Britannia Industries Limited,Consumer Defensive,Packaged Foods,128816.0,Large Cap
BRNL,Bharat Road Network Limited,Industrials,Infrastructure Operations,144.0,Small Cap
BSE,BSE Limited,Financial Services,Financial Data & Stock Exchanges,134063.0,Large Cap
BSL,BSL Limited,Consumer Cyclical,Textile Manufacturing,125.0,Small Cap
BSOFT,Birlasoft Limited,Technology,Information Technology Services,8146.0,Small Cap
BTML,Bodhi Tree Multimedia Limited,Communication Services,Entertainment,163.0,Small Cap
BUILDPRO,Shankara Buildpro Limited,Consumer Cyclical,Home Improvement Retail,2977.0,Small Cap
BUTTERFLY,Butterfly Gandhimathi Appliances Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1142.0,Small Cap
BVCL,Barak Valley Cements Limited,Basic Materials,Building Materials,96.0,Small Cap
CAMLINFINE,Camlin Fine Sciences Limited,Basic Materials,Specialty Chemicals,2033.0,Small Cap
CAMPUS,Campus Activewear Limited,Consumer Cyclical,Footwear & Accessories,6918.0,Small Cap
CAMS,Computer Age Management Services Limited,Technology,Information Technology Services,18445.0,Mid Cap
CANBK,Canara Bank,Financial Services,Banks - Regional,115578.0,Large Cap
CANFINHOME,Can Fin Homes Limited,Financial Services,Mortgage Finance,10713.0,Small Cap
CANHLIFE,,Financial Services,Insurance - Life,14544.0,Small Cap
CANTABIL,Cantabil Retail India Limited,Consumer Cyclical,Apparel Manufacturing,2050.0,Small Cap
CAPACITE,Capacit'e Infraprojects Limited,Industrials,Engineering & Construction,1864.0,Small Cap
CAPILLARY,,Technology,Software - Infrastructure,4021.0,Small Cap
CAPITALSFB,Capital Small Finance Bank Limited,Financial Services,Banks - Regional,1306.0,Small Cap
CAPLIPOINT,Caplin Point Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,18781.0,Mid Cap
CARBORUNIV,Carborundum Universal Limited,Industrials,Conglomerates,20996.0,Mid Cap
CARERATING,CARE Ratings Limited,Financial Services,Financial Data & Stock Exchanges,4877.0,Small Cap
CARRARO,Carraro India Limited,Consumer Cyclical,Auto Parts,3008.0,Small Cap
CARTRADE,CarTrade Tech Limited,Consumer Cyclical,Auto & Truck Dealerships,15280.0,Mid Cap
CARYSIL,Carysil Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",3266.0,Small Cap
CASTROLIND,Castrol India Limited,Energy,Oil & Gas Refining & Marketing,18478.0,Mid Cap
CCAVENUE,AvenuesAI Limited,Technology,Software - Infrastructure,5249.0,Small Cap
CCCL,Consolidated Construction Consortium Limited,Industrials,Engineering & Construction,675.0,Small Cap
CCHHL,Country Club Hospitality & Holidays Limited,Consumer Cyclical,Lodging,211.0,Small Cap
CCL,CCL Products (India) Limited,Consumer Defensive,Packaged Foods,14714.0,Small Cap
CDSL,Central Depository Services (India) Limited,Financial Services,Capital Markets,28871.0,Mid Cap
CEATLTD,CEAT Limited,Consumer Cyclical,Auto Parts,14208.0,Small Cap
CEIGALL,Ceigall India Limited,Industrials,Engineering & Construction,5627.0,Small Cap
CEINSYS,Ceinsys Tech Limited,Industrials,Engineering & Construction,1503.0,Small Cap
CELEBRITY,Celebrity Fashions Limited,Consumer Cyclical,Apparel Manufacturing,43.0,Small Cap
CELLO,Cello World Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",7897.0,Small Cap
CEMPRO,Cemindia Projects Limited,Industrials,Engineering & Construction,22037.0,Mid Cap
CENTENKA,Century Enka Limited,Consumer Cyclical,Textile Manufacturing,1203.0,Small Cap
CENTEXT,Century Extrusions Limited,Basic Materials,Aluminum,177.0,Small Cap
CENTRALBK,Central Bank of India,Financial Services,Banks - Regional,27878.0,Mid Cap
CENTRUM,Centrum Capital Limited,Financial Services,Financial Conglomerates,1110.0,Small Cap
CENTUM,Centum Electronics Limited,Technology,Electronic Components,4830.0,Small Cap
CENTURYPLY,Century Plyboards (India) Limited,Basic Materials,Lumber & Wood Production,16449.0,Mid Cap
CERA,Cera Sanitaryware Limited,Industrials,Building Products & Equipment,7539.0,Small Cap
CESC,CESC Limited,Utilities,Utilities - Regulated Electric,20271.0,Mid Cap
CEWATER,Concord Enviro Systems Limited,Utilities,Utilities - Regulated Water,525.0,Small Cap
CGCL,Capri Global Capital Limited,Financial Services,Credit Services,22887.0,Mid Cap
CGPOWER,CG Power and Industrial Solutions Limited,Industrials,Electrical Equipment & Parts,137805.0,Large Cap
CHALET,Chalet Hotels Limited,Consumer Cyclical,Lodging,19619.0,Mid Cap
CHAMBLFERT,Chambal Fertilisers and Chemicals Limited,Basic Materials,Agricultural Inputs,17196.0,Mid Cap
CHEMPLASTS,Chemplast Sanmar Limited,Basic Materials,Chemicals,2818.0,Small Cap
CHENNPETRO,Chennai Petroleum Corporation Limited,Energy,Oil & Gas Refining & Marketing,20742.0,Mid Cap
CHEVIOT,Cheviot Company Limited,Consumer Cyclical,Textile Manufacturing,674.0,Small Cap
CHOICEIN,Choice International Limited,Financial Services,Capital Markets,17673.0,Mid Cap
CHOLAFIN,Cholamandalam Investment and Finance Company Limited,Financial Services,Credit Services,156695.0,Large Cap
CHOLAHLDNG,Cholamandalam Financial Holdings Limited,Financial Services,Credit Services,28976.0,Mid Cap
CIEINDIA,CIE Automotive India Limited,Consumer Cyclical,Auto Parts,14989.0,Small Cap
CIFL,Capital India Finance Limited,Financial Services,Credit Services,809.0,Small Cap
CINELINE,Cineline India Limited,Communication Services,Entertainment,348.0,Small Cap
CINEVISTA,Cinevista Limited,Communication Services,Entertainment,81.0,Small Cap
CIPLA,Cipla Limited,Healthcare,Drug Manufacturers - Specialty & Generic,114554.0,Large Cap
CLEAN,Clean Science and Technology Limited,Basic Materials,Specialty Chemicals,8717.0,Small Cap
CLEANMAX,,Utilities,Utilities - Renewable,14777.0,Small Cap
CLSEL,Chaman Lal Setia Exports Ltd.,Consumer Defensive,Packaged Foods,1570.0,Small Cap
CMLL,Caliber Mining and Logistics Limited,Energy,Thermal Coal,3396.0,Small Cap
CMPDI,Central Mine Planning & Design Institute Limited,Basic Materials,Other Industrial Metals & Mining,,Unknown
CMRGREEN,,Basic Materials,Aluminum,,Unknown
CMSINFO,CMS Info Systems Limited,Industrials,Specialty Business Services,3903.0,Small Cap
CNL,Creative Newtech Limited,Technology,Electronics & Computer Distribution,1798.0,Small Cap
COALINDIA,Coal India Limited,Energy,Thermal Coal,247434.0,Large Cap
COASTCORP,Coastal Corporation Limited,Consumer Defensive,Packaged Foods,273.0,Small Cap
COCHINSHIP,Cochin Shipyard Limited,Industrials,Aerospace & Defense,39978.0,Mid Cap
COCKERILL,John Cockerill India Limited,Industrials,Metal Fabrication,,Unknown
COFORGE,Coforge Limited,Technology,Information Technology Services,83163.0,Large Cap
COHANCE,Cohance Lifesciences Limited,Healthcare,Drug Manufacturers - Specialty & Generic,16949.0,Mid Cap
COLPAL,Colgate-Palmolive (India) Limited,Consumer Defensive,Household & Personal Products,50695.0,Large Cap
COMFINTE,Comfort Intech Limited,Industrials,Conglomerates,195.0,Small Cap
COMPUSOFT,Compucom Software Limited,Consumer Defensive,Education & Training Services,104.0,Small Cap
COMSYN,Commercial Syn Bags Limited,Consumer Cyclical,Packaging & Containers,1162.0,Small Cap
CONCOR,Container Corporation of India Limited,Industrials,Railroads,39048.0,Mid Cap
CONCORDBIO,Concord Biotech Limited,Healthcare,Biotechnology,16111.0,Mid Cap
CONFIPET,Confidence Petroleum India Limited,Energy,Oil & Gas Refining & Marketing,2553.0,Small Cap
CONTROLPR,Control Print Limited,Industrials,Business Equipment & Supplies,967.0,Small Cap
CORALFINAC,Coral India Finance and Housing Limited,Real Estate,Real Estate Services,136.0,Small Cap
CORDELIA,,Industrials,Marine Shipping,7565.0,Small Cap
COROMANDEL,Coromandel International Limited,Basic Materials,Agricultural Inputs,56457.0,Large Cap
CORONA,CORONA Remedies Limited,Healthcare,Drug Manufacturers - General,,Unknown
COSMOFIRST,Cosmo First Limited,Consumer Cyclical,Packaging & Containers,2392.0,Small Cap
COUNCODOS,Country Condo's Limited,Real Estate,Real Estate - Development,53.0,Small Cap
CPCAP,CP Capital Limited,Financial Services,Credit Services,218.0,Small Cap
CPEDU,Career Point Edutech Ltd.,Consumer Defensive,Education & Training Services,339.0,Small Cap
CPL,Captain Polyplast Limited,Industrials,Farm & Heavy Construction Machinery,,Unknown
CPPLUS,Aditya Infotech Limited,Industrials,Building Products & Equipment,39986.0,Mid Cap
CRAFTSMAN,Craftsman Automation Limited,Consumer Cyclical,Auto Parts,27180.0,Mid Cap
CRAMC,Canara Robeco Asset Management Company Limited,Financial Services,Asset Management,5173.0,Small Cap
CREATIVEYE,Creative Eye Limited,Communication Services,Entertainment,12.0,Small Cap
CREDITACC,CreditAccess Grameen Limited,Financial Services,Credit Services,22587.0,Mid Cap
CREST,Crest Ventures Limited,Financial Services,Financial Conglomerates,1024.0,Small Cap
CRISIL,CRISIL Limited,Financial Services,Financial Data & Stock Exchanges,32500.0,Mid Cap
CRIZAC,Crizac Limited,Consumer Defensive,Education & Training Services,3087.0,Small Cap
CROMPTON,Crompton Greaves Consumer Electricals Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",15563.0,Mid Cap
CROWN,Crown Lifters Limited,Industrials,Rental & Leasing Services,119.0,Small Cap
CSBBANK,CSB Bank Limited,Financial Services,Banks - Regional,5656.0,Small Cap
CSLFINANCE,CSL Finance Limited,Financial Services,Credit Services,517.0,Small Cap
CSM,CSM Technologies Limited,Technology,Information Technology Services,503.0,Small Cap
CTE,Cambridge Technology Enterprises Limited,Technology,Information Technology Services,95.0,Small Cap
CUB,City Union Bank Limited,Financial Services,Banks - Regional,21825.0,Mid Cap
CUBEXTUB,Cubex Tubings Limited,Basic Materials,Copper,112.0,Small Cap
CUMMINSIND,Cummins India Limited,Industrials,Specialty Industrial Machinery,143908.0,Large Cap
CUPID,Cupid Limited,Consumer Defensive,Household & Personal Products,37825.0,Mid Cap
CURAA,Cura Technologies Limited,Technology,Software - Application,72.0,Small Cap
CYIENT,Cyient Limited,Industrials,Conglomerates,9774.0,Small Cap
CYIENTDLM,Cyient DLM Limited,Industrials,Aerospace & Defense,6123.0,Small Cap
DABUR,Dabur India Limited,Consumer Defensive,Household & Personal Products,69743.0,Large Cap
DALBHARAT,Dalmia Bharat Limited,Basic Materials,Building Materials,34122.0,Mid Cap
DALMIASUG,Dalmia Bharat Sugar and Industries Limited,Consumer Defensive,Confectioners,3773.0,Small Cap
DAMCAPITAL,,Financial Services,Capital Markets,1058.0,Small Cap
DANGEE,Dangee Dums Limited,Consumer Cyclical,Restaurants,44.0,Small Cap
DATAMATICS,Datamatics Global Services Limited,Technology,Information Technology Services,4730.0,Small Cap
DATAPATTNS,Data Patterns (India) Limited,Industrials,Aerospace & Defense,25305.0,Mid Cap
DAVANGERE,Davangere Sugar Company Limited,Consumer Defensive,Confectioners,413.0,Small Cap
DBCORP,D. B. Corp Limited,Communication Services,Publishing,3670.0,Small Cap
DBL,Dilip Buildcon Limited,Industrials,Engineering & Construction,6730.0,Small Cap
DBOL,Dhampur Bio Organics Limited,Consumer Defensive,Farm Products,848.0,Small Cap
DCAL,Dishman Carbogen Amcis Limited,Healthcare,Biotechnology,2683.0,Small Cap
DCBBANK,DCB Bank Limited,Financial Services,Banks - Regional,6673.0,Small Cap
DCI,DC Infotech and Communication Limited,Technology,Electronics & Computer Distribution,618.0,Small Cap
DCMFINSERV,DCM Financial Services Limited,Financial Services,Credit Services,11.0,Small Cap
DCMSHRIRAM,DCM Shriram Limited,Industrials,Conglomerates,16367.0,Mid Cap
DCMSRIND,DCM Shriram Industries Limited,Consumer Defensive,Confectioners,435.0,Small Cap
DCW,DCW Limited,Basic Materials,Chemicals,1334.0,Small Cap
DCXINDIA,DCX Systems Limited,Industrials,Aerospace & Defense,1933.0,Small Cap
DDEVPLSTIK,Ddev Plastiks Industries Limited,Basic Materials,Specialty Chemicals,2859.0,Small Cap
DECCANCE,Deccan Cements Limited,Basic Materials,Building Materials,777.0,Small Cap
DECNGOLD,Deccan Gold Mines Limited,Basic Materials,Gold,,Unknown
DEEPAKFERT,Deepak Fertilisers And Petrochemicals Corporation Limited,Basic Materials,Chemicals,18583.0,Mid Cap
DEEPAKNTR,Deepak Nitrite Limited,Basic Materials,Chemicals,23848.0,Mid Cap
DEEPINDS,Deep Industries Limited,Energy,Oil & Gas E&P,4178.0,Small Cap
DELHIVERY,Delhivery Limited,Industrials,Integrated Freight & Logistics,33076.0,Mid Cap
DELTACORP,Delta Corp Limited,Consumer Cyclical,Resorts & Casinos,1650.0,Small Cap
DELTAMAGNT,Delta Manufacturing Limited,Consumer Cyclical,Textile Manufacturing,63.0,Small Cap
DEN,DEN Networks Limited,Communication Services,Entertainment,1321.0,Small Cap
DENORA,De Nora India Limited,Industrials,Electrical Equipment & Parts,435.0,Small Cap
DENTA,Denta Water and Infra Solutions Limited,Industrials,Engineering & Construction,753.0,Small Cap
DEVIT,Dev Information Technology Limited,Technology,Information Technology Services,144.0,Small Cap
DEVX,Dev Accelerator Limited,Real Estate,Real Estate Services,322.0,Small Cap
DEVYANI,Devyani International Limited,Consumer Cyclical,Restaurants,18373.0,Mid Cap
DGCONTENT,Digicontent Limited,Communication Services,Internet Content & Information,143.0,Small Cap
DHAMPURSUG,Dhampur Sugar Mills Limited,Consumer Defensive,Confectioners,1161.0,Small Cap
DHANBANK,Dhanlaxmi Bank Limited,Financial Services,Banks - Regional,1305.0,Small Cap
DHANUKA,Dhanuka Agritech Limited,Basic Materials,Agricultural Inputs,4382.0,Small Cap
DHARMAJ,Dharmaj Crop Guard Limited,Basic Materials,Agricultural Inputs,924.0,Small Cap
DHRUV,Dhruv Consultancy Services Limited,Industrials,Engineering & Construction,46.0,Small Cap
DHUNINV,Dhunseri Investments Limited,Financial Services,Capital Markets,596.0,Small Cap
DIAMINESQ,Diamines and Chemicals Limited,Basic Materials,Chemicals,242.0,Small Cap
DIAMONDYD,Prataap Snacks Limited,Consumer Defensive,Packaged Foods,2805.0,Small Cap
DICIND,DIC India Limited,Basic Materials,Specialty Chemicals,551.0,Small Cap
DIFFNKG,Diffusion Engineers Limited,Industrials,Specialty Industrial Machinery,1472.0,Small Cap
DIGIDRIVE,Digidrive Distributors Limited,Consumer Cyclical,Internet Retail,69.0,Small Cap
DIGITIDE,Digitide Solutions Limited,Industrials,Specialty Business Services,1464.0,Small Cap
DIGJAMLMTD,Digjam Limited,Consumer Cyclical,Textile Manufacturing,104.0,Small Cap
DISAQ,DISA India Limited,,,,Unknown
DIVGIITTS,Divgi TorqTransfer Systems Limited,Consumer Cyclical,Auto Parts,3649.0,Small Cap
DIVISLAB,Divi's Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,229418.0,Large Cap
DIXON,Dixon Technologies (India) Limited,Technology,Consumer Electronics,89634.0,Large Cap
DJML,DJ Mediaprint & Logistics Limited,Industrials,Specialty Business Services,276.0,Small Cap
DLF,DLF Limited,Real Estate,Real Estate - Development,168940.0,Large Cap
DLINKINDIA,D-Link (India) Limited,Technology,Communication Equipment,1577.0,Small Cap
DMART,Avenue Supermarts Limited,Consumer Defensive,Discount Stores,255420.0,Large Cap
DMCC,DMCC Speciality Chemicals Limited,Basic Materials,Chemicals,706.0,Small Cap
DNAMEDIA,Diligent Media Corporation Limited,Communication Services,Publishing,30.0,Small Cap
DODLA,Dodla Dairy Limited,Consumer Defensive,Food Distribution,6834.0,Small Cap
DOLATALGO,Dolat Algotech Limited,Financial Services,Capital Markets,1320.0,Small Cap
DOLLAR,Dollar Industries Limited,Consumer Cyclical,Apparel Manufacturing,1549.0,Small Cap
DOLPHIN,Dolphin Offshore Enterprises (India) Limited,Energy,Oil & Gas Equipment & Services,2451.0,Small Cap
DOMS,DOMS Industries Limited,Industrials,Business Equipment & Supplies,13407.0,Small Cap
DONEAR,Donear Industries Limited,Consumer Cyclical,Textile Manufacturing,442.0,Small Cap
DPABHUSHAN,D. P. Abhushan Limited,Consumer Cyclical,Luxury Goods,3363.0,Small Cap
DRAGARWQ,Dr. Agarwal's Eye Hospital Limited,Healthcare,Medical Care Facilities,,Unknown
DRCSYSTEMS,DRC Systems India Limited,Technology,Information Technology Services,185.0,Small Cap
DREAMFOLKS,Dreamfolks Services Limited,Industrials,Airports & Air Services,361.0,Small Cap
DREDGECORP,Dredging Corporation of India Limited,Industrials,Engineering & Construction,3060.0,Small Cap
DRREDDY,Dr. Reddy's Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,98477.0,Large Cap
DSSL,Dynacons Systems & Solutions Limited,Technology,Information Technology Services,1384.0,Small Cap
